"PMID","Year","Title","Abstract","FirstAuthor"
"39960451","2025","External validation of a machine learning-based classification algorithm for ambulatory heart rhythm diagnostics in pericardioversion atrial fibrillation patients using smartphone photoplethysmography: the SMARTBEATS-ALGO study.","The aim of this study was to perform an external validation of an automatic machine learning (ML) algorithm for heart rhythm diagnostics using smartphone photoplethysmography (PPG) recorded by patients with atrial fibrillation (AF) and atrial flutter (AFL) pericardioversion in an unsupervised ambulatory setting.

Patients undergoing cardioversion for AF or AFL performed 1-min heart rhythm recordings pericardioversion at least twice daily for 4-6 weeks, using an iPhone 7 smartphone running a PPG application (CORAI Heart Monitor) simultaneously with a single-lead electrocardiogram (ECG) recording (KardiaMobile). The algorithm uses support vector machines to classify heart rhythm from smartphone-PPG. The algorithm was trained on PPG recordings made by patients in a separate cardioversion cohort. Photoplethysmography recordings in the external validation cohort were analysed by the algorithm. Diagnostic performance was calculated by comparing the heart rhythm classification output to the diagnosis from the simultaneous ECG recordings (gold standard). In total, 460 patients performed 34 097 simultaneous PPG and ECG recordings, divided into 180 patients with 16 092 recordings in the training cohort and 280 patients with 18 005 recordings in the external validation cohort. Algorithmic classification of the PPG recordings in the external validation cohort diagnosed AF with sensitivity, specificity, and accuracy of 99.7%, 99.7% and 99.7%, respectively, and AF/AFL with sensitivity, specificity, and accuracy of 99.3%, 99.1% and 99.2%, respectively.

A machine learning-based algorithm demonstrated excellent performance in diagnosing atrial fibrillation and atrial flutter from smartphone-PPG recordings in an unsupervised ambulatory setting, minimizing the need for manual review and ECG verification, in elderly cardioversion populations.

Clinicaltrials.gov, NCT04300270.","Fernstad Jonatan"
"39953950","2025","Time-dependent repolarization changes following left bundle branch area pacing vs. conventional biventricular pacing in patients with dyssynchronous heart failure.","N/A","Smits Karin C"
"39271126","2024","Enhancing origin prediction: deep learning model for diagnosing premature ventricular contractions with dual-rhythm analysis focused on cardiac rotation.","Several algorithms can differentiate inferior axis premature ventricular contractions (PVCs) originating from the right side and left side on 12-lead electrocardiograms (ECGs). However, it is unclear whether distinguishing the origin should rely solely on PVC or incorporate sinus rhythm (SR). We compared the dual-rhythm model (incorporating both SR and PVC) to the PVC model (using PVC alone) and quantified the contribution of each ECG lead in predicting the PVC origin for each cardiac rotation.

This multicentre study enrolled 593 patients from 11 centres-493 from Japan and Germany, and 100 from Belgium, which were used as the external validation data set. Using a hybrid approach combining a Resnet50-based convolutional neural network and a transformer model, we developed two variants-the PVC and dual-rhythm models-to predict PVC origin. In the external validation data set, the dual-rhythm model outperformed the PVC model in accuracy (0.84 vs. 0.74, respectively; P < 0.01), precision (0.73 vs. 0.55, respectively; P < 0.01), specificity (0.87 vs. 0.68, respectively; P < 0.01), area under the receiver operating characteristic curve (0.91 vs. 0.86, respectively; P = 0.03), and F1-score (0.77 vs. 0.68, respectively; P = 0.03). The contributions to PVC origin prediction were 77.3% for PVC and 22.7% for the SR. However, in patients with counterclockwise rotation, SR had a greater contribution in predicting the origin of right-sided PVC.

Our deep learning-based model, incorporating both PVC and SR morphologies, resulted in a higher prediction accuracy for PVC origin, considering SR is particularly important for predicting right-sided origin in patients with counterclockwise rotation.","Nakasone Kazutaka"
"39137240","2024","Extraction of lumenless pacing leads from the His bundle and left bundle branch area: outcomes of the high-volume centre.","The application of conduction system pacing (CSP) in clinical practice is growing, and the need for lead extraction will also increase. The data on outcomes and safety of CSP lead extraction are limited. The aim of this study was to assess procedural outcomes and safety of CSP lead removal.

Forty-seven patients from the EXTRACT Registry with the indication for CSP lead removal were enrolled in the study conducted at the Department of Electrocardiology in Katowice, Poland. Extraction technique, outcomes, safety, and complication were evaluated. Forty-three (91.5%) leads were successfully removed, and 41 (87.2%) were removed with traction only. The dwelling time of 28 extracted leads was longer than 1 year, and the oldest extracted lead was implanted for 89 months. Seven (14.9%) leads were removed from the left bundle branch (LBB) area and 36 from the His bundle (HB). Transient complete atrioventricular block occurred during the procedure in two patients. In 27 out of 31 attempts (87.1%), new CSP leads were implanted: nine (33.3%) HB pacing leads and 18 (66.7%) LBB area pacing leads.

The CSP lead extraction is safe and feasible with a low complication rate and high rate of CSP lead reimplantation.","Gardas Rafal"
"39073570","2024","Innovative approaches to atrial fibrillation prediction: should polygenic scores and machine learning be implemented in clinical practice?","Atrial fibrillation (AF) prediction and screening are of important clinical interest because of the potential to prevent serious adverse events. Devices capable of detecting short episodes of arrhythmia are now widely available. Although it has recently been suggested that some high-risk patients with AF detected on implantable devices may benefit from anticoagulation, long-term management remains challenging in lower-risk patients and in those with AF detected on monitors or wearable devices as the development of clinically meaningful arrhythmia burden in this group remains unknown. Identification and prediction of clinically relevant AF is therefore of unprecedented importance to the cardiologic community. Family history and underlying genetic markers are important risk factors for AF. Recent studies suggest a good predictive ability of polygenic risk scores, with a possible additive value to clinical AF prediction scores. Artificial intelligence, enabled by the exponentially increasing computing power and digital data sets, has gained traction in the past decade and is of increasing interest in AF prediction using a single or multiple lead sinus rhythm electrocardiogram. Integrating these novel approaches could help predict AF substrate severity, thereby potentially improving the effectiveness of AF screening and personalizing the management of patients presenting with conditions such as embolic stroke of undetermined source or subclinical AF. This review presents current evidence surrounding deep learning and polygenic risk scores in the prediction of incident AF and provides a futuristic outlook on possible ways of implementing these modalities into clinical practice, while considering current limitations and required areas of improvement.","Petzl Adrian M"
"38874449","2024","Mid-term performance of His bundle pacing and usefulness of backup leads.","Ventricular backup leads may be considered in selected patients with His bundle pacing (HBP), but it remains unknown to what extent this is useful. A total of 184 HBP patients were studied. At last follow-up, 147 (79.9%) patients retained His bundle capture at programmed output. His bundle pacing lead revision was performed in 5/36 (13.9%) patients without a backup lead and in 3/148 (2.0%) patients with a backup lead (P = 0.008). One patient without a backup lead had syncope due to atrial oversensing. Thus, implantation of ventricular backup leads may avoid lead revision and adverse events in selected HBP patients.","Herbert Julia"
"38753644","2024","Current of injury amplitude during left bundle branch area pacing implantation: impact of filter settings, ventricular pacing, and lead type.","Monitoring current of injury (COI) during left bundle branch area pacing (LBBAP) implantation is useful to evaluate lead depth. Technical aspects for recording COI amplitude have not been well studied. Our aims were to evaluate the impact of high-pass filter settings on electrogram recordings during LBBAP implantation.

Consecutive patients with successful LBBAP implantation had unipolar recordings of COI at final lead position at different high-pass filter settings (0.01-1 Hz) from the tip electrode during sensing and pacing, and from the ring electrode during sensing. Duration of saturation-induced signal loss was also measured at each filter setting. COI amplitudes were compared between lumenless and stylet-driven leads. A total of 156 patients (96 males, aged 81.4 ± 9.6 years) were included. Higher filter settings led to significantly lower COI amplitudes. In 50 patients with COI amplitude < 10 mV, the magnitude of the drop was on average 1-1.5 mV (and up to 4 mV) between 0.05 and 0.5 Hz, meaning that cut-offs may not be used interchangeably. Saturation-induced signal loss was on average 10 s at 0.05 Hz and only 2 s with 0.5 Hz. When pacing was interrupted, the sensed COI amplitude varied (either higher or lower) by up to 4 mV, implying that it is advisable to periodically interrupt pacing to evaluate the sensed COI when reaching levels of ∼10 mV. Lead type did not impact COI amplitude.

High-pass filters have a significant impact on electrogram characteristics at LBBAP implantation, with the 0.5 Hz settings having the most favourable profile.","Burri Haran"
"38703372","2024","Septal venous channel perforation during left bundle branch area pacing: a prospective study.","To characterize the diagnosis, frequency, and procedural implications of septal venous channel perforation during left bundle branch area pacing (LBBAP).

All consecutive patients undergoing LBBAP over an 8-month period were prospectively studied. During lead placement, obligatory septal contrast injection was performed twice, at initiation (implant entry zone) and at completion (fixation zone). An intuitive fluoroscopic schema using orthogonal views (left anterior oblique/right anterior oblique) and familiar landmarks is described. Using this, we resolved zonal distribution (I-VI) of lead position on the ventricular septum and its angulation (post-fixation angle θ). Subjects with and without septal venous channel perforation were compared. Sixty-one patients {male 57.3%, median age [interquartile range (IQR)] 69.5 [62.5-74.5] years} were enrolled. Septal venous channel perforation was observed in eight (13.1%) patients [male 28.5%, median age (IQR) 64 (50-75) years]. They had higher frequency of (i) right-sided implant (25% vs. 1.9%, P = 0.04), (ii) fixation in zone III at the mid-superior septum (75% vs. 28.3%, P = 0.04), (iii) steeper angle of fixation-median θ (IQR) [19 (10-30)° vs. 5 (4-19)°, P = 0.01], and (iv) longer median penetrated-lead length (IQR) [13 (10-14.8) vs. 10 (8.5-12.5) mm, P = 0.03]. Coronary sinus drainage of contrast was noted in five (62.5%) patients. Abnormal impedance drops during implantation (12.5% vs. 5.7%, P = NS) were not significantly different.

When evaluated systematically, septal venous channel perforation may be encountered commonly after LBBAP. The fiducial reference framework described using fluoroscopic imaging identified salient associated findings. This may be addressed with lead repositioning to a more inferior location and is not associated with adverse consequence acutely or in early follow-up.","Ghosh Anindya"
"38682165","2024","Validation of a machine learning algorithm to identify pulmonary vein isolation during ablation procedures for the treatment of atrial fibrillation: results of the PVISION study.","Pulmonary vein isolation (PVI) is the cornerstone of ablation for atrial fibrillation. Confirmation of PVI can be challenging due to the presence of far-field electrograms (EGMs) and sometimes requires additional pacing manoeuvres or mapping. This prospective multicentre study assessed the agreement between a previously trained automated algorithm designed to determine vein isolation status with expert opinion in a real-world clinical setting.

Consecutive patients scheduled for PVI were recruited at four centres. The ECGenius electrophysiology (EP) recording system (CathVision ApS, Copenhagen, Denmark) was connected in parallel with the existing system in the laboratory. Electrograms from a circular mapping catheter were annotated during sinus rhythm at baseline pre-ablation, time of isolation, and post-ablation. The ground truth for isolation status was based on operator opinion. The algorithm was applied to the collected PV signals off-line and compared with expert opinion. The primary endpoint was a sensitivity and specificity exceeding 80%. Overall, 498 EGMs (248 at baseline and 250 at PVI) with 5473 individual PV beats from 89 patients (32 females, 62 ± 12 years) were analysed. The algorithm performance reached an area under the curve (AUC) of 92% and met the primary study endpoint with a sensitivity and specificity of 86 and 87%, respectively (P = 0.005; P = 0.004). The algorithm had an accuracy rate of 87% in classifying the time of isolation.

This study validated an automated algorithm using machine learning to assess the isolation status of pulmonary veins in patients undergoing PVI with different ablation modalities. The algorithm reached an AUC of 92%, with both sensitivity and specificity exceeding the primary study endpoints.","De Pooter Jan"
"38666452","2024","Coronary venous lead reimplantation vs. left bundle branch area pacing crossover following cardiac resynchronization therapy defibrillator extraction: a single-centre experience.","N/A","Baroni Matteo"
"38651191","2024","Balancing right ventricular paced and right bundle branch activation to electrically optimize cardiac resynchronization therapy: triple-fusion pacing.","N/A","Wisnoskey Brian"
"38417839","2024","Incorporating machine learning into the decision-making process regarding implantable cardioverter-defibrillator treatment.","N/A","Çamlı Babayiğit Ezgi"
"38079535","2024","Single-lead electrocardiogram Artificial Intelligence model with risk factors detects atrial fibrillation during sinus rhythm.","Guidelines recommend opportunistic screening for atrial fibrillation (AF), using a 30 s single-lead electrocardiogram (ECG) recorded by a wearable device. Since many patients have paroxysmal AF, identification of patients at high risk presenting with sinus rhythm (SR) may increase the yield of subsequent long-term cardiac monitoring. The aim is to evaluate an AI-algorithm trained on 10 s single-lead ECG with or without risk factors to predict AF.

This retrospective study used 13 479 ECGs from AF patients in SR around the time of diagnosis and 53 916 age- and sex-matched control ECGs, augmented with 17 risk factors extracted from electronic health records. AI models were trained and compared using 1- or 12-lead ECGs, with or without risk factors. Model bias was evaluated by age- and sex-stratification of results. Random forest models identified the most relevant risk factors. The single-lead model achieved an area under the curve of 0.74, which increased to 0.76 by adding six risk factors (95% confidence interval: 0.74-0.79). This model matched the performance of a 12-lead model. Results are stable for both sexes, over ages ranging from 40 to 90 years. Out of 17 clinical variables, 6 were sufficient for optimal accuracy of the model: hypertension, heart failure, valvular disease, history of myocardial infarction, age, and sex.

An AI model using a single-lead SR ECG and six risk factors can identify patients with concurrent AF with similar accuracy as a 12-lead ECG-AI model. An age- and sex-matched data set leads to an unbiased model with consistent predictions across age groups.","Dupulthys Stijn"
"38288616","2023","Virtual pacing of a patient's digital twin to predict left ventricular reverse remodelling after cardiac resynchronization therapy.","Identifying heart failure (HF) patients who will benefit from cardiac resynchronization therapy (CRT) remains challenging. We evaluated whether virtual pacing in a digital twin (DT) of the patient's heart could be used to predict the degree of left ventricular (LV) reverse remodelling post-CRT.

Forty-five HF patients with wide QRS complex (≥130 ms) and reduced LV ejection fraction (≤35%) receiving CRT were retrospectively enrolled. Echocardiography was performed before (baseline) and 6 months after CRT implantation to obtain LV volumes and 18-segment longitudinal strain. A previously developed algorithm was used to generate 45 DTs by personalizing the CircAdapt model to each patient's baseline measurements. From each DT, baseline septal-to-lateral myocardial work difference (MWLW-S,DT) and maximum rate of LV systolic pressure rise (dP/dtmax,DT) were derived. Biventricular pacing was then simulated using patient-specific atrioventricular delay and lead location. Virtual pacing-induced changes ΔMWLW-S,DT and ΔdP/dtmax,DT were correlated with real-world LV end-systolic volume change at 6-month follow-up (ΔLVESV). The DT's baseline MWLW-S,DT and virtual pacing-induced ΔMWLW-S,DT were both significantly associated with the real patient's reverse remodelling ΔLVESV (r = -0.60, P < 0.001 and r = 0.62, P < 0.001, respectively), while correlation between ΔdP/dtmax,DT and ΔLVESV was considerably weaker (r = -0.34, P = 0.02).

Our results suggest that the reduction of septal-to-lateral work imbalance by virtual pacing in the DT can predict real-world post-CRT LV reverse remodelling. This DT approach could prove to be an additional tool in selecting HF patients for CRT and has the potential to provide valuable insights in optimization of CRT delivery.","Koopsen Tijmen"
"38227817","2023","Using artificial intelligence-enabled electrocardiogram to predict cardiac resynchronization therapy outcomes of left bundle branch area pacing.","N/A","Chen Jingjing"
"38170474","2023","Improved diagnostic performance of insertable cardiac monitors by an artificial intelligence-based algorithm.","The increasing use of insertable cardiac monitors (ICM) produces a high rate of false positive (FP) diagnoses. Their verification results in a high workload for caregivers. We evaluated the performance of an artificial intelligence (AI)-based ILR-ECG Analyzer™ (ILR-ECG-A). This machine-learning algorithm reclassifies ICM-transmitted events to minimize the rate of FP diagnoses, while preserving device sensitivity.

We selected 546 recipients of ICM followed by the Implicity™ monitoring platform. To avoid clusterization, a single episode per ICM abnormal diagnosis (e.g. asystole, bradycardia, atrial tachycardia (AT)/atrial fibrillation (AF), ventricular tachycardia, artefact) was selected per patient, and analyzed by the ILR-ECG-A, applying the same diagnoses as the ICM. All episodes were reviewed by an adjudication committee (AC) and the results were compared. Among 879 episodes classified as abnormal by the ICM, 80 (9.1%) were adjudicated as 'Artefacts', 283 (32.2%) as FP, and 516 (58.7%) as 'abnormal' by the AC. The algorithm reclassified 215 of the 283 FP as normal (76.0%), and confirmed 509 of the 516 episodes as abnormal (98.6%). Seven undiagnosed false negatives were adjudicated as AT or non-specific abnormality. The overall diagnostic specificity was 76.0% and the sensitivity was 98.6%.

The new AI-based ILR-ECG-A lowered the rate of FP ICM diagnoses significantly while retaining a > 98% sensitivity. This will likely alleviate considerably the clinical burden represented by the review of ICM events.","Crespin Eliot"
"38155600","2023","Chat-based artificial intelligence for patient information on atrial fibrillation and cardiac implantable electronic devices: comment.","N/A","Daungsupawong Hinpetch"
"38153385","2023","Conventional biventricular pacing is still preferred to conduction system pacing for atrioventricular block in patients with reduced ejection fraction and narrow QRS.","It is well established that right ventricular pacing is detrimental in patients with reduced cardiac function who require ventricular pacing (VP), and alternatives nowadays are comprised of biventricular pacing (BiVP) and conduction system pacing (CSP). The latter modality is of particular interest in patients with a narrow baseline QRS as it completely avoids, or minimizes, ventricular desynchronization associated with VP. In this article, experts debate whether BiVP or CSP should be used to treat these patients.","Glikson Michael"
"38127304","2023","Accuracy and comprehensibility of chat-based artificial intelligence for patient information on atrial fibrillation and cardiac implantable electronic devices.","Natural language processing chatbots (NLPC) can be used to gather information for medical content. However, these tools contain a potential risk of misinformation. This study aims to evaluate different aspects of responses given by different NLPCs on questions about atrial fibrillation (AF) and clinical implantable electronic devices (CIED).

Questions were entered into three different NLPC interfaces. Responses were evaluated with regard to appropriateness, comprehensibility, appearance of confabulation, absence of relevant content, and recommendations given for clinically relevant decisions. Moreover, readability was assessed by calculating word count and Flesch Reading Ease score. 52, 60, and 84% of responses on AF and 16, 72, and 88% on CIEDs were evaluated to be appropriate for all responses given by Google Bard, (GB) Bing Chat (BC) and ChatGPT Plus (CGP), respectively. Assessment of comprehensibility showed that 96, 88, and 92% of responses on AF and 92 and 88%, and 100% on CIEDs were comprehensible for all responses created by GB, BC, and CGP, respectively. Readability varied between different NLPCs. Relevant aspects were missing in 52% (GB), 60% (BC), and 24% (CGP) for AF, and in 92% (GB), 88% (BC), and 52% (CGP) for CIEDs.

Responses generated by an NLPC are mostly easy to understand with varying readability between the different NLPCs. The appropriateness of responses is limited and varies between different NLPCs. Important aspects are often missed to be mentioned. Thus, chatbots should be used with caution to gather medical information about cardiac arrhythmias and devices.","Hillmann Henrike A K"
"38042980","2023","Autothreshold algorithm feasibility and safety in left bundle branch pacing.","Autothreshold algorithms enable remote monitoring of patients with conventional pacing, but there is limited information on their performance in left bundle branch pacing (LBBP). Our objective was to analyse the behaviour of the autothreshold algorithm in LBBP and compare it with conventional pacing and manual thresholds during initial device programming (acute phase), after 1-7 days (subacute), and 1-3 months later (chronic).

A prospective, non-randomized, single-centre comparative study was conducted. Consecutive patients with indication for cardiac pacing were enrolled. Implants were performed in the left bundle branch area or the right ventricle endocardium at the discretion of the operator. Left bundle branch pacing was determined according to published criteria. Autothreshold algorithm was activated in both groups whenever allowed by the device. Seventy-five patients were included, with 50 undergoing LBBP and 25 receiving conventional pacing. Activation of the autothreshold algorithm was more feasible in later phases, showing a favourable trend towards bipolar pacing. Failures in algorithm activation were primarily due to insufficient safety margins (82.8% in LBBP and 90% in conventional pacing). The remainder was attributed to atrial tachyarrhythmias (10.3% and 10%, respectively) and electrical noise (the remaining 6.9% in the LBBP group). In the LBBP group, there were not statistically significant differences between manual and automatic thresholds, and both remained stable during follow-up (mean increase of 0.50 V).

The autothreshold algorithm is feasible in LBBP, with a favourable trend towards bipolar pacing. Automatic thresholds are similar to manual in patients with LBBP, and they remain stable during follow-up.","Sola-García Elena"
"37944131","2023","Identification of Brugada syndrome based on P-wave features: an artificial intelligence-based approach.","Brugada syndrome (BrS) is an inherited disease associated with an increased risk of ventricular arrhythmias. Recent studies have reported the presence of an altered atrial phenotype characterized by abnormal P-wave parameters. The aim of this study was to identify BrS based exclusively on P-wave features through an artificial intelligence (AI)-based model.

Continuous 5 min 12-lead ECG recordings were obtained in sinus rhythm from (i) patients with spontaneous or ajmaline-induced BrS and no history of AF and (ii) subjects with suspected BrS and negative ajmaline challenge. The recorded ECG signals were processed and divided into epochs of 15 s each. Within these epochs, P-waves were first identified and then averaged. From the averaged P-waves, a total of 67 different features considered relevant to the classification task were extracted. These features were then used to train nine different AI-based supervised classifiers. A total of 2228 averaged P-wave observations, resulting from the analysis of 33 420 P-waves, were obtained from 123 patients (79 BrS+ and 44 BrS-). Averaged P-waves were divided using a patient-wise split, allocating 80% for training and 20% for testing, ensuring data integrity and reducing biases in AI-based model training. The BrS+ patients presented with longer P-wave duration (136 ms vs. 124 ms, P < 0.001) and higher terminal force in lead V1 (2.5 au vs. 1.7 au, P < 0.01) compared with BrS- subjects. Among classifiers, AdaBoost model had the highest values of performance for all the considered metrics, reaching an accuracy of over 81% (sensitivity 86%, specificity 73%).

An AI machine-learning model is able to identify patients with BrS based only on P-wave characteristics. These findings confirm the presence of an atrial hallmark and open new horizons for AI-guided BrS diagnosis.","Zanchi Beatrice"
"37926926","2023","Cardiac magnetic resonance-derived myocardial scar is associated with echocardiographic response and clinical prognosis of left bundle branch area pacing for cardiac resynchronization therapy.","Left bundle branch area pacing (LBBAP) is a novel approach for cardiac resynchronization therapy (CRT), but the impact of myocardial substrate on its effect is poorly understood. This study aims to assess the association of cardiac magnetic resonance (CMR)-derived scar burden and the response of CRT via LBBAP.

Consecutive patients with CRT indications who underwent CMR examination and successful LBBAP-CRT were retrospectively analysed. Cardiac magnetic resonance late gadolinium enhancement was used for scar assessment. Echocardiographic reverse remodelling and composite outcomes (defined as all-cause death or heart failure hospitalization) were evaluated. The echocardiographic response was defined as a ≥15% reduction of left ventricular end-systolic volume. Among the 54 patients included, LBBAP-CRT resulted in a 74.1% response rate. The non-responders had higher global, septal, and lateral scar burden (all P < 0.001). Global, septal, and lateral scar percentage all predicted echocardiographic response [area under the curve (AUC): 0.857, 0.864, and 0.822; positive likelihood ratio (+LR): 9.859, 5.594, and 3.059; and negative likelihood ratio (-LR): 0.323, 0.233, and 0.175 respectively], which was superior to QRS morphology criteria (Strauss left bundle branch abnormality: AUC: 0.696, +LR 2.101, and -LR 0.389). After a median follow-up time of 20.3 (11.5-38.7) months, higher global, lateral and septal scar burdens were all predictive of the composite outcome (hazard ratios: 4.996, 7.019, and 4.741, respectively; P's < 0.05).

Lower scar burden was associated with higher response rate of LBBAP-CRT. The pre-procedure CMR scar evaluation provides further useful information to identify potential responders and clinical outcomes.","Chen Zhongli"
"37815462","2023","Left bundle branch pacing with and without anodal capture: impact on ventricular activation pattern and acute haemodynamics.","Left bundle branch pacing (LBBP) can deliver physiological left ventricular activation, but typically at the cost of delayed right ventricular (RV) activation. Right ventricular activation can be advanced through anodal capture, but there is uncertainty regarding the mechanism by which this is achieved, and it is not known whether this produces haemodynamic benefit.

We recruited patients with LBBP leads in whom anodal capture eliminated the terminal R-wave in lead V1. Ventricular activation pattern, timing, and high-precision acute haemodynamic response were studied during LBBP with and without anodal capture. We recruited 21 patients with a mean age of 67 years, of whom 14 were males. We measured electrocardiogram timings and haemodynamics in all patients, and in 16, we also performed non-invasive mapping. Ventricular epicardial propagation maps demonstrated that RV septal myocardial capture, rather than right bundle capture, was the mechanism for earlier RV activation. With anodal capture, QRS duration and total ventricular activation times were shorter (116 ± 12 vs. 129 ± 14 ms, P < 0.01 and 83 ± 18 vs. 90 ± 15 ms, P = 0.01). This required higher outputs (3.6 ± 1.9 vs. 0.6 ± 0.2 V, P < 0.01) but without additional haemodynamic benefit (mean difference -0.2 ± 3.8 mmHg compared with pacing without anodal capture, P = 0.2).

Left bundle branch pacing with anodal capture advances RV activation by stimulating the RV septal myocardium. However, this requires higher outputs and does not improve acute haemodynamics. Aiming for anodal capture may therefore not be necessary.","Ali Nadine"
"37766468","2023","Procedural outcome and follow-up of stylet-driven leads compared with lumenless leads for left bundle branch area pacing.","Left bundle branch area pacing (LBBAP) is most often delivered using lumenless leads (LLLs), but may also be performed using stylet-driven leads (SDLs). There are limited reports on the comparison of these tools, mainly limited to reports describing initial operator experience or without detailed procedural data. Our aim was to perform an in-depth comparison of SDLs and LLLs for LBBAP at implantation and follow-up in a larger cohort of patients with experience that extends beyond that of the initial learning curve.

A total of 306 consecutive patients (age 77 ± 11 years, 183 males) undergoing LBBAP implantation at a single centre were prospectively included. The population was split into two groups of 153 patients based on the initial use of an SDL (from 4 manufacturers) or an LLL. After having discounted the initial learning curve of 50 patients, there was no difference in the success rate between the initial use of lead type (96.0% with SDL vs. 94.3% with LLL, P = 0.56). There were no significant differences in success between lead models. Electrocardiogram and electrical parameters were comparable between the groups. Post-operative macro-dislodgement occurred in 4.3% of patients (essentially within the first day following implantation) and presumed micro-dislodgement with loss of conduction system capture or rise in threshold (occurring mostly during the first month) was observed in 4.7% of patients, without differences between groups.

Left bundle branch area pacing may be safely and effectively performed using either LLLs or SDLs, which provides implanters with alternatives for delivering this therapy.","Sritharan Aarthiga"
"37748089","2023","Diverse QRS morphology reflecting variations in lead placement for left bundle branch area pacing.","Left bundle branch area pacing (LBBAP) is a potential alternative to His bundle pacing. This study aimed to investigate the impact of different septal locations of pacing leads on the diversity of QRS morphology during non-selective LBBAP.

Non-selective LBBAP and left ventricular septal pacing (LVSP) were achieved in 50 and 21 patients with atrioventricular block, respectively. The electrophysiological properties of LBBAP and their relationship with the lead location were investigated. QRS morphology and axis showed broad variations during LBBAP. Echocardiography demonstrated a widespread distribution of LBBAP leads in the septum. During non-selective LBBAP, the qR-wave in lead V1 indicated that the primary location for pacing lead was the inferior septum (93%). The non-selective LBBAP lead was deployed deeper than the LVSP lead in the inferior septum. The Qr-wave in lead V1 with the inferior axis in aVF suggested pacing lead placement in the anterior septum. The penetration depth of the non-selective LBBAP lead in the anterior septum was significantly shallower than that in the inferior septum (72 ± 11 and 87 ± 8%, respectively). In lead V6, the deep S-wave indicated the time lag between the R-wave peak and the latest ventricular activation in the coronary sinus trunk, with pacemaker leads deployed closer to the left ventricular apex.

Different QRS morphologies and axes were linked to the location of the non-selective LBBAP lead in the septum. Various lead deployments are feasible for LBBAP, allowing diversity in the conduction system capture in patients with atrioventricular block.","Sato Toshiaki"
"37713733","2023","QRS morphologies in V1 and V6 during left bundle branch area pacing: assessing the patterns.","N/A","Upadhyay Gaurav A"
"37712675","2023","Optimizing patient selection for primary prevention implantable cardioverter-defibrillator implantation: utilizing multimodal machine learning to assess risk of implantable cardioverter-defibrillator non-benefit.","Left ventricular ejection fraction (LVEF) is suboptimal as a sole marker for predicting sudden cardiac death (SCD). Machine learning (ML) provides new opportunities for personalized predictions using complex, multimodal data. This study aimed to determine if risk stratification for implantable cardioverter-defibrillator (ICD) implantation can be improved by ML models that combine clinical variables with 12-lead electrocardiograms (ECG) time-series features.

A multicentre study of 1010 patients (64.9 ± 10.8 years, 26.8% female) with ischaemic, dilated, or non-ischaemic cardiomyopathy, and LVEF ≤ 35% implanted with an ICD between 2007 and 2021 for primary prevention of SCD in two academic hospitals was performed. For each patient, a raw 12-lead, 10-s ECG was obtained within 90 days before ICD implantation, and clinical details were collected. Supervised ML models were trained and validated on a development cohort (n = 550) from Hospital A to predict ICD non-arrhythmic mortality at three-year follow-up (i.e. mortality without prior appropriate ICD-therapy). Model performance was evaluated on an external patient cohort from Hospital B (n = 460). At three-year follow-up, 16.0% of patients had died, with 72.8% meeting criteria for non-arrhythmic mortality. Extreme gradient boosting models identified patients with non-arrhythmic mortality with an area under the receiver operating characteristic curve (AUROC) of 0.90 [95% confidence intervals (CI) 0.80-1.00] during internal validation. In the external cohort, the AUROC was 0.79 (95% CI 0.75-0.84).

ML models combining ECG time-series features and clinical variables were able to predict non-arrhythmic mortality within three years after device implantation in a primary prevention population, with robust performance in an independent cohort.","Kolk Maarten Z H"
"37622580","2023","The evolving state of cardiac resynchronization therapy and conduction system pacing: 25 years of research at EP Europace journal.","Cardiac resynchronization therapy (CRT) was proposed in the 1990s as a new therapy for patients with heart failure and wide QRS with depressed left ventricular ejection fraction despite optimal medical treatment. This review is aimed first to describe the rationale and the physiologic effects of CRT. The journey of the landmark randomized trials leading to the adoption of CRT in the guidelines since 2005 is also reported showing the high level of evidence for CRT. Different alternative pacing modalities of CRT to conventional left ventricular pacing through the coronary sinus have been proposed to increase the response rate to CRT such as multisite pacing and endocardial pacing. A new emerging alternative technique to conventional biventricular pacing, conduction system pacing (CSP), is a promising therapy. The different modalities of CSP are described (Hirs pacing and left bundle branch area pacing). This new technique has to be evaluated in clinical randomized trials before implementation in the guidelines with a high level of evidence.","Ellenbogen Kenneth A"
