"PMID","Year","Title","Abstract","FirstAuthor"
"39945715","2025","Causal Machine Learning for Left Atrial Appendage Occlusion in Patients With Atrial Fibrillation.","Transcatheter left atrial appendage occlusion (LAAO) is an alternative to lifelong anticoagulation, but optimal patient selection remains challenging. This study sought to apply a novel causal machine learning framework to identify patients who would benefit from LAAO vs a direct oral anticoagulant (DOAC). We identified 744,190 adult patients with atrial fibrillation treated with either LAAO or DOAC between March 13, 2015, and December 31, 2019, using data from OptumLabs Data Warehouse. One-to-one propensity score matching was used to create a cohort where patients were similar in 107 baseline characteristics. A causal forest model was used to estimate the heterogeneous treatment effect for a composite outcome of ischemic stroke, systemic embolism, major bleeding, and all-cause mortality. In the matched cohort of 28,930 patients, the mean age was 76.8 ± 6.3 years; 5,818 patients (40%) were female, and the mean CHADS-VASc score was 5.8. LAAO was associated with no difference with the primary composite outcome in comparison to NOAC early on (average treatment effect of -0.68% [-1.4%, 0.06%] at 1 year), but a lower risk at the end of 2 years (average treatment effect of -2.9% [-3.7%, -2.0%]). At the end of 2 years, 30.1% of the overall cohort were classified as potentially benefiting from LAAO, 69.7% were classified as neutral, and 1.4% were potentially harmed by LAAO. Novel machine learning algorithms were developed to identify patients who are more likely to benefit from LAAO vs DOACs. This information can support clinical decision-making to determine which patients should be referred to subspecialists for further examination and discussion of LAAO.","Ngufor"
"39846924","2025","Automated Beat-to-Beat Measurement of R-Wave Peak Time for Left Bundle Branch Area Pacing.","N/A","Spadotto"
"39808087","2025","Artificial Intelligence-Enabled Electrocardiogram Predicts Sudden Cardiac Death in Repaired Tetralogy of Fallot.","N/A","Mayourian"
"39603761","2024","The Dark Side of the Moon: Ventricular Dysfunction After Left Bundle Branch Area Pacing.","N/A","Pillai"
"39570266","2024","Lead Integrity and Failure Evaluation in Left Bundle Branch Area Pacing: The LIFE-LBBAP Study.","Left bundle branch area pacing (LBBAP) has gained increased adoption globally with the use of both lumenless leads (LLLs) and stylet-driven leads (SDLs). As these leads have been developed for conventional endocardial pacing sites, concerns remain regarding the lead integrity with LBBAP. This study evaluates lead integrity of pacing leads used for LBBAP in a large, real-world cohort of patients with LBBAP. Patients with successful LBBAP from 17 international centers were enrolled in this observational study. Data on overall lead integrity, fracture rates, and locations of fractures were collected. The study enrolled 8,255 patients with LBBAP (age 73 ± 13 years, 42% female, 68% LLLs, and 32% SDLs). Overall lead survival rate was 99.7% with median follow-up of 16.4 (Q1-Q3: 6.4-28.8) months. Lead fracture occurred in 12 of 8,255 (0.15%) patients. Lead fracture rates of LLLs occurred in 2 of 5,609 (0.04%) vs 10 of 2,646 (0.4%) patients for SDLs, during a follow-up of 19.5 (Q1-Q3: 9.7-33) and 10.3 (Q1-Q3: 2.9-19.7) months, respectively (P < 0.001). SDL fractures occurred at 13.9 (Q1-Q3: 6.1-17.7) months after implant, whereas 2 LLL fractures occurred at 21 and 31.4 months. SDL and LLL conductor fractures were observed in 7 of 17 and 2 of 17 centers, respectively. Confirmed fractures of the SDL lead originated within the interelectrode lead segment, whereas LLL fractures occurred proximal to the ring. LBBAP lead performance of LLLs and SDLs is high at midterm follow-up. SDLs exhibit higher rates of fracture compared to LLLs. Hot spots for conductor fracture are the distal interelectrode segment in SDLs and the segment proximal to the ring electrode in LLLs.","De Pooter"
"39520430","2024","AI and Personal Digital Health Tools: Pioneering the Future of Precision Health Care.","N/A","Gay"
"39480392","2024","Visualization of Mechanisms for Myocardium-Originating Premature Ventricular Contractions With Narrow QRS Via His-Purkinje System.","N/A","Onishi"
"39477681","2024","Successful Implantation of Defibrillator Leads for Left Bundle Branch Pacing: Is Our Triumph Pyrrhic?","N/A","Pelling"
"39425726","2024","Persistent ST-Segment Elevation Before and After Left Bundle Branch Pacing.","N/A","Byers"
"39387744","2024","Serum Potassium Monitoring Using AI-Enabled Smartwatch Electrocardiograms.","Hyperkalemia, characterized by elevated serum potassium levels, heightens the risk of sudden cardiac death, particularly increasing risk for individuals with chronic kidney disease and end-stage renal disease (ESRD). Traditional laboratory test monitoring is resource-heavy, invasive, and unable to provide continuous tracking. Wearable technologies like smartwatches with electrocardiogram (ECG) capabilities are emerging as valuable tools for remote monitoring, potentially allowing for personalized monitoring with artificial intelligence (AI)-ECG interpretation. The purpose of this study was to develop an AI-ECG algorithm to predict serum potassium level in ESRD patients with smartwatch-generated ECG waveforms. A cohort of 152,508 patients with 293,557 ECGs paired serum potassium levels obtained within 1 hour at Cedars Sinai Medical Center was used to train an AI-ECG model (""Kardio-Net"") to predict serum potassium level. The model was further fine-tuned on 4,337 ECGs from 1,463 patients with ESRD using inputs from 12- and single-lead ECGs. Kardio-Net was evaluated in held-out test cohorts from Cedars Sinai Medical Center and Stanford Healthcare (SHC) as well as a prospective international cohort of 40 ESRD patients with smartwatch ECGs at Chang Gung Memorial Hospital. The Kardio-Net, when applied to 12-lead ECGs, identified severe hyperkalemia (>6.5 mEq/L) with an AUC of 0.852 (95% CI: 0.745-0.956) and a mean absolute error (MAE) of 0.527 mEq/L. In external validation at SHC, the model achieved an AUC of 0.849 (95% CI: 0.823-0.875) and an MAE of 0.599 mEq/L. For single-lead ECGs, Kardio-Net detected severe hyperkalemia with an AUC of 0.876 (95% CI: 0.765-0.987) in the primary cohort and had an MAE of 0.575 mEq/L. In the external SHC validation, the AUC was 0.807 (95% CI: 0.778-0.835) with an MAE of 0.740 mEq/L. Using prospectively obtained smartwatch data, the AUC was 0.831 (95% CI: 0.693-0.975), with an MAE of 0.580 mEq/L. We validate a deep learning model to predict serum potassium levels from both 12-lead ECGs and single-lead smartwatch data, demonstrating its utility for remote monitoring of hyperkalemia.","Chiu"
"39387739","2024","Insights Into Left Bundle Branch Area Pacing: Important Lessons Learned.","N/A","Ellenbogen"
"39387738","2024","Transseptal Transition Patterns During Left Bundle Branch Area Lead Implantation.","Continuous deep septal pacing and signal recording during implantation of left bundle branch pacing (LBBP) lead enables to monitor beat-to-beat changes of electrocardiogram (ECG) and myocardial current of injury (COI) as the lead crosses the septum. This study aimed to characterize patterns of continuous QRS, ST-T, and COI change for monitoring of the lead depth and instantaneous determination of the obtained capture type (LBBP vs left ventricular septal pacing [LVSP]). The ECG and COI during lead implantation were scrutinized for sudden changes of VR-wave peak time, V initial and terminal R-wave amplitude, V-VR-wave amplitude, repolarization pattern and S-wave amplitude in I, V-V, and COI drop. The sudden and gradual transition patterns were diagnosed depending on the presence or absence of the above beat-to-beat ECG phenomena, respectively. A total of 212 pacemaker recipients were analyzed; LBBP and LVSP were obtained in 77.4% and 22.6%, respectively. There were 4.7 ± 2.1 and 0.2 ± 0.6 beat-to-beat phenomena in LBBP and LVSP patients, respectively. The sudden transition pattern, recognized in 80.7%, had sensitivity and specificity for LBBP diagnosis of 98.8% and 81.2%, respectively. A sudden drop of COI (29.4 ± 8.5 mV to 12.8 ± 4.9 mV) was observed in 53.9% patients (LBBP was simultaneously obtained in 92.7%). Capture of left bundle branch during lead penetration is a beat-to-beat phenomenon. Two transseptal transition patterns were identified: 1) sudden, which is typical for obtaining LBBP; and 2) gradual, which is typical for obtaining LVSP. A sudden COI drop, a very observable phenomenon, also identified reaching the left subendocardial area.","Jastrzębski"
"39387737","2024","Overcoming Lead Penetration Failure in Left Bundle Branch Area Pacing.","Left bundle branch area pacing is an innovative technique employed to maintain left ventricular synchrony. However, the operator can face challenges in penetrating the lead into the septum during screwing. Two pitfalls-helix-only penetration and shallow penetration-hinder lead penetration. The research, conducted in 2 phases on patients and swine hearts, tested 2 techniques to overcome these issues. The results highlight the impact of endocardial involvement and suggest that the optimal technique involves intentionally creating an endocardial breach rather than simply unscrewing and rescrewing. This solution could facilitate the procedure by minimizing the number of attempts to reach the pacing site and thus reducing the risk of complications.","Menet"
"39340506","2024","New-Onset Left Ventricular Dysfunction After Left Bundle Branch Pacing.","Left bundle branch pacing (LBBP) provides stable pacing parameters and has been suggested as an alternative for right ventricular pacing and cardiac resynchronization therapy. The aim of the study was to assess the incidence and etiology of new-onset left ventricular dysfunction (NOLVD) following LBBP in patients with baseline normal left ventricular (LV) function and cardiomyopathy patients with normalized LV function. Patients undergoing successful LBBP for symptomatic bradyarrhythmia or as an alternative to cardiac resynchronization therapy were included. Normalization of LV function was defined as improvement in LV ejection fraction to ≥50%. Patients with baseline normal LV function and those with recovered LV function after LBBP constituted the study group. Loss of conduction system capture (LOCSC) was defined as complete or partial loss of right bundle branch delay pattern along with inability to demonstrate capture transition during threshold assessment. A total of 426 patients were included; 59% (n = 250) had baseline normal LV function (group I) and 41% (n = 176) had recovered LV function after LBBP (group II). Mean follow-up duration of 28.3 ± 16.7 months. NOLVD was noted in 3.75% (n = 16; group I, n = 5, and group II, n = 11) of patients. The etiologies for NOLVD were LOCSC in 62.5% (n = 10), suboptimal atrioventricular (AV) delay in 18.7% (n = 3), atrial fibrillation in 6.3% (n = 1), and idiopathic in 12.5% (n = 2). LOCSC occurred at a mean interval of 9.2 ± 6.4 months after the initial implantation. Reinterventions (n = 6) including lead repositioning, AV delay optimization, and AV junction ablation resulted in renormalization of LV function in all 6 patients. Periodic assessment in device clinic is required because NOLVD from reversible causes can occur during follow-up in patients after LBBP.","Ponnusamy"
"39297841","2024","Electrocardiogram-Based Deep Learning to Predict Mortality in Repaired Tetralogy of Fallot.","Artificial intelligence-enhanced electrocardiogram (AI-ECG) analysis shows promise to predict mortality in adults with acquired cardiovascular diseases. However, its application to the growing repaired tetralogy of Fallot (rTOF) population remains unexplored. This study aimed to develop and externally validate an AI-ECG model to predict 5-year mortality in rTOF. A convolutional neural network was trained on electrocardiograms (ECGs) obtained at Boston Children's Hospital and tested on Boston (internal testing) and Toronto (external validation) INDICATOR (International Multicenter TOF Registry) cohorts to predict 5-year mortality. Model performance was evaluated on single ECGs per patient using area under the receiver operating (AUROC) and precision recall (AUPRC) curves. The internal testing and external validation cohorts comprised of 1,054 patients (13,077 ECGs at median age 17.8 [Q1-Q3: 7.9-30.5] years; 54% male; 6.1% mortality) and 335 patients (5,014 ECGs at median age 38.3 [Q1-Q3: 29.1-48.7] years; 57% male; 8.4% mortality), respectively. Model performance was similar during internal testing (AUROC 0.83, AUPRC 0.18) and external validation (AUROC 0.81, AUPRC 0.21). AI-ECG performed similarly to the biventricular global function index (an imaging biomarker) and outperformed QRS duration. AI-ECG 5-year mortality prediction, but not QRS duration, was a significant independent predictor when added into a Cox regression model with biventricular global function index to predict shorter time-to-death on internal and external cohorts. Saliency mapping identified QRS fragmentation, wide and low amplitude QRS complexes, and flattened T waves as high-risk features. This externally validated AI-ECG model may complement imaging biomarkers to improve risk stratification in patients with rTOF.","Mayourian"
"39243257","2024","Standard Defibrillator Leads for Left Bundle Branch Area Pacing: First-in-Man Experience and Short-Term Follow-Up.","The authors report for the first time to their knowledge, implantation of a standard implantable cardioverter-defibrillator lead for permanent delivery of left bundle branch area pacing. Implantation was successful and safe in 11 of 12 patients, with adequate defibrillation testing, good electrical and electrocardiographic parameters, and uneventful device-related short-term follow-up.","Imnadze"
"39243255","2024","Optimizing the Distribution of Ablation Lesions to Prevent Postablation Atrial Tachycardia: A Personalized Digital-Twin Study.","Although targeting atrial fibrillation (AF) drivers and substrates has been used as an effective adjunctive ablation strategy for patients with persistent AF (PsAF), it can result in iatrogenic scar-related atrial tachycardia (iAT) requiring additional ablation. Personalized atrial digital twins (DTs) have been used preprocedurally to devise ablation targeting that eliminate the fibrotic substrate arrhythmogenic propensity and could potentially be used to predict and prevent postablation iAT. In this study, the authors sought to explore possible alternative configurations of ablation lesions that could prevent iAT occurrence with the use of biatrial DTs of prospectively enrolled PsAF patients. Biatrial DTs were generated from late gadolinium enhancement-magnetic resonance images of 37 consecutive PsAF patients, and the fibrotic substrate locations in the DT capable of sustaining reentries were determined. These locations were ablated in DTs by representing a single compound region of ablation with normal power (SSA), and postablation iAT occurrence was determined. At locations of iAT, ablation at the same DT target was repeated, but applying multiple lesions of reduced-strength (MRA) instead of SSA. Eighty-three locations in the fibrotic substrates of 28 personalized biatrial DTs were capable of sustaining reentries and were thus targeted for SSA ablation. Of these ablations, 45 resulted in iAT. Repeating the ablation at these targets with MRA instead of SSA resulted in the prevention of iAT occurrence at 15 locations (18% reduction in the rate of iAT occurrence). Personalized atrial DTs enable preprocedure prediction of iAT occurrence after ablation in the fibrotic substrate. It also suggests MRA could be a potential strategy for preventing postablation AT.","Sakata"
"39177552","2024","Left Bundle Branch Area Pacing for LBBB: Will Left Ventricular Septal Pacing Do?","N/A","Friedman"
"38970598","2024","Left Bundle Branch Area Pacing With or Without Conduction System Capture in Heart Failure Models.","Left bundle branch area pacing includes left bundle branch pacing (LBBP) and left ventricular septal pacing (LVSP), which is effective in patients with dyssynchronous heart failure (DHF). However, the basic mechanisms are unknown. This study aimed to compare LBBP with LVSP and explore potential mechanisms underlying the better clinical outcomes of LBBP. A total of 24 beagles were assigned to the following groups: 1) control group; 2) DHF group, left bundle branch ablation followed by 6 weeks of AOO pacing at 200 ppm; 3) LBBP group, DHF for 3 weeks followed by 3 weeks of DOO pacing at 200 ppm; and 4) LVSP with the same interventions in the LBBP group. Metrics of electrocardiogram, echocardiography, hemodynamics, and expression of left ventricular proteins were evaluated. Compared with LVSP, LBBP had better peak strain dispersion (44.67 ± 1.75 ms vs 55.50 ± 4.85 ms; P < 0.001) and hemodynamic effect (dP/dtmax improvement: 27.16% ± 7.79% vs 11.37% ± 4.73%; P < 0.001), whereas no significant differences in cardiac function were shown. The altered expressions of proteins in the lateral wall vs septum in the DHF group were partially reversed by LBBP and LVSP, which was associated with the contraction and adhesion process, separately. The animal study demonstrated that LBBP offered better mechanical synchrony and improved hemodynamics than LVSP, which might be explained by the reversed expression of contraction proteins. These results supported the potential superiority of left bundle branch area pacing with the capture of the conduction system in DHF model.","Cheng"
"38934972","2024","Left Bundle Branch Area Pacing for All . . . ?: Yet Again, Structure Dictates Function.","N/A","Daoud"
"38878013","2024","Retrograde Conduction in Left Bundle Branch Block: Insights From Left Bundle Branch Pacing.","Biventricular pacing is a well-established therapy for patients with heart failure (HF), left bundle branch block (LBBB) and left ventricular (LV) dysfunction. Left bundle branch pacing (LBBP) has emerged as an alternative to biventricular pacing. The aim of this study was to assess the retrograde conduction properties of the left bundle branch in patients with nonischemic cardiomyopathy and LBBB during LBBP and its clinical implications. Patients undergoing successful LBBP for nonischemic cardiomyopathy with LV ejection fraction (LVEF) ≤35% and LBBB were included. Continuous recording of His potential was performed using a quadripolar catheter. Unidirectional block was defined as retrograde His bundle activation during LBBP with stimulus to His potential (SH) duration less than or equal to antegrade HV interval and bidirectional block as VH dissociation or SH duration greater than HV interval. HF hospitalization, ventricular arrhythmias, and mortality were documented. A total of 165 patients were included. The mean follow-up duration was 21.8 ± 13.1 months. Bidirectional block (group I) was observed in 82% (n = 136), and these patients were noted to have advanced HF stage and prolonged baseline QRS duration. Unidirectional block (group II) with intact retrograde conduction was observed in 18% (n = 29) and was associated with narrow paced QRS duration and higher LVEF during follow-up. Super-response (LVEF ≥50%) was observed in 54.4% (n = 74) in group I compared with 73.3% (n = 22) in group II (P = 0.03). The OR for LVEF normalization was 4.1 (95% CI: 1.26-13.97; P = 0.02), with unidirectional block compared with bidirectional block in patients with LBBB and LV dysfunction. Adverse clinical outcomes as measured by a composite of HF hospitalization, ventricular arrhythmias, and mortality were significantly higher in group I compared with group II (12.5% vs 0%; P = 0.04). Bidirectional block in LBBB was characterized by advanced HF symptoms, while unidirectional block was associated with better clinical outcomes after cardiac resynchronization therapy by LBBP.","Ponnusamy"
"38842977","2024","Machine Learning of Cardiac Anatomy and the Risk of New-Onset Atrial Fibrillation After TAVR.","New-onset atrial fibrillation (NOAF) occurs in 5% to 15% of patients who undergo transfemoral transcatheter aortic valve replacement (TAVR). Cardiac imaging has been underutilized to predict NOAF following TAVR. The objective of this analysis was to compare and assess standard, manual echocardiographic and cardiac computed tomography (cCT) measurements as well as machine learning-derived cCT measurements of left atrial volume index and epicardial adipose tissue as risk factors for NOAF following TAVR. The study included 1,385 patients undergoing elective, transfemoral TAVR for severe, symptomatic aortic stenosis. Each patient had standard and machine learning-derived measurements of left atrial volume and epicardial adipose tissue from cardiac computed tomography. The outcome of interest was NOAF within 30 days following TAVR. We used a 2-step statistical model including random forest for variable importance ranking, followed by multivariable logistic regression for predictors of highest importance. Model discrimination was assessed by using the C-statistic to compare the performance of the models with and without imaging. Forty-seven (5.0%) of 935 patients without pre-existing atrial fibrillation (AF) experienced NOAF. Patients with pre-existing AF had the largest left atrial volume index at 76.3 ± 28.6 cm/mfollowed by NOAF at 68.1 ± 26.6 cm/mand then no AF at 57.0 ± 21.7 cm/m(P < 0.001). Multivariable regression identified the following risk factors in association with NOAF: left atrial volume index ≥76 cm(OR: 2.538 [95% CI: 1.165-5.531]; P = 0.0191), body mass index <22 kg/m(OR: 4.064 [95% CI: 1.500-11.008]; P = 0.0058), EATv (OR: 1.007 [95% CI: 1.000-1.014]; P = 0.043), aortic annulus area ≥659 mm(OR: 6.621 [95% CI: 1.849-23.708]; P = 0.004), and sinotubular junction diameter ≥35 mm (OR: 3.891 [95% CI: 1.040-14.552]; P = 0.0435). The C-statistic of the model was 0.737, compared with 0.646 in a model that excluded imaging variables. Underlying cardiac structural differences derived from cardiac imaging may be useful in predicting NOAF following transfemoral TAVR, independent of other clinical risk factors.","Brahier"
"38842969","2024","Sex Differences in Left Bundle Branch Area Pacing Versus Biventricular Pacing for Cardiac Resynchronization Therapy.","Women respond more favorably to biventricular pacing (BIVP) than men. Sex differences in atrioventricular and interventricular conduction have been described in BIVP studies. Left bundle branch area pacing (LBBAP) offers advantages due to direct capture of the conduction system. We hypothesized that men could respond better to LBBAP than BIVP. This study aims to describe the sex differences in response to LBBAP vs BIVP as the initial cardiac resynchronization therapy (CRT). In this multicenter prospective registry, we included patients with left ventricular ejection fraction ≤35% and left bundle branch block or a left ventricular ejection fraction ≤40% with an expected right ventricular pacing exceeding 40% undergoing initial CRT with LBBAP or BIVP. The composite primary outcome was heart failure-related hospitalization and all-cause mortality. The primary safety outcome included all procedure-related complications. There was no significant difference in the primary outcome when comparing men and women receiving LBBAP (P = 0.46), whereas the primary outcome was less frequent in women in the BIVP group than men treated with BIVP (P = 0.03). The primary outcome occurred less frequently in men undergoing LBBAP (29.9%) compared to those treated with BIVP (46.5%) (P = 0.004). In women, the incidence of the primary endpoint was 24.14% in the LBBAP group and 36.2% in the BIVP group; however, this difference was not statistically significant (P = 0.23). Complication rates remained consistent across all groups. Men and women undergoing LBBAP for CRT had similar clinical outcomes. Men undergoing LBBAP showed a lower risk of heart failure-related hospitalizations and all-cause mortality compared to men undergoing BIVP, whereas there was no difference between LBBAP and BIVP in women.","Tedrow"
"38829298","2024","LVSP and LBBP Result in Similar or Improved LV Synchrony and Hemodynamics Compared to BVP.","The effect of left ventricular septal myocardial pacing (LVSP) and left bundle branch pacing (LBBP) on ventricular synchrony and left ventricular (LV) hemodynamic status is poorly understood. The aim of this study was to investigate the impact of LVSP and LBBP vs biventricular pacing (BVP) on ventricular electrical synchrony and hemodynamic status in cardiac resynchronization therapy patients. In cardiac resynchronization therapy candidates with LV conduction disease, ventricular synchrony was assessed by measuring QRS duration (QRSd) and using ultra-high-frequency electrocardiography. LV electrical dyssynchrony was assessed as the difference between the first activation in leads Vto Vto the last from leads Vto V. LV hemodynamic status was estimated using invasive systolic blood pressure measurement during multiple transitions between LBBP, LVSP, and BVP. A total of 35 patients with a mean LV ejection fraction of 29% and a mean QRSd of 168 ± 24 ms were included. Thirteen had ischemic cardiomyopathy. QRSd during BVP, LVSP, and LBBP was the same, but LBBP provided shorter LV electrical dyssynchrony than BVP (-10 ms; 95% CI: -16 to -4 ms; P = 0.001); the difference between LVSP and BVP was not significant (-5 ms; 95% CI: -12 to 1 ms; P = 0.10). LBBP was associated with higher systolic blood pressure than BVP (4%; 95% CI: 2%-5%; P < 0.001), whereas LVSP was not (1%; 95% CI: 0%-2%; P = 0.10). Hemodynamic differences during LBBP and LVSP vs BVP were more pronounced in nonischemic than ischemic patients. Ultra-high-frequency electrocardiography allowed the documentation of differences in LV synchrony between LBBP, LVSP, and BVP, which were not observed by measuring QRSd. LVSP provided the same LV synchrony and hemodynamic status as BVP, while LBBP was better than BVP in both.","Curila"
"38597855","2024","Assessing Biological Age: The Potential of ECG Evaluation Using Artificial Intelligence: JACC Family Series.","Biological age may be a more valuable predictor of morbidity and mortality than a person's chronological age. Mathematical models have been used for decades to predict biological age, but recent developments in artificial intelligence (AI) have led to new capabilities in age estimation. Using deep learning methods to train AI models on hundreds of thousands of electrocardiograms (ECGs) to predict age results in a good, but imperfect, age prediction. The error predicting age using ECG, or the difference between AI-ECG-derived age and chronological age (delta age), may be a surrogate measurement of biological age, as the delta age relates to survival, even after adjusting for chronological age and other covariates associated with total and cardiovascular mortality. The relative affordability, noninvasiveness, and ubiquity of ECGs, combined with ease of access and potential to be integrated with smartphone or wearable technology, presents a potential paradigm shift in assessment of biological age.","Lopez-Jimenez"
"38551549","2024","A Single Atrial Extrastimulation Resetting His Bundle During Supraventricular Tachycardia to Differentiate Atrial Tachycardia.","Catheter ablation is the curative treatment for paroxysmal supraventricular tachycardia (SVT). However, atrial tachycardia (AT) diagnosis is often challenging, especially when SVT is terminated by pacing. This study sought to develop a novel method for AT diagnosis. A total of 147 SVTs including 28 ATs, 87 atrioventricular nodal re-entrant tachycardias, and 32 orthodromic reciprocating tachycardias were prospectively studied. Single atrial extrastimulation was performed at the proximal coronary sinus from a coupling interval 20 milliseconds shorter than the tachycardia cycle length and gradually decreased until the His bundle (HB) was first reset and further until the SVT was terminated. The response of the SVT during the first HB resetting and the termination pattern were examined. In 27 of 28 ATs, tachycardia was unaffected when HB resetting whereas, in atrioventricular nodal re-entrant tachycardias or orthodromic reciprocating tachycardias (non-AT), tachycardia was simultaneously reset when HB resetting or was terminated with an atrio-Hisian block. When the coupling interval was further shortened for cases in which tachycardia persisted, all 33 SVTs with tachycardia termination with atrio-Hisian block were non-ATs, whereas 5 ATs and 7 non-ATs were terminated with Hisian-atrial block. The sensitivity, specificity, and positive and negative predictive values of the pattern of tachycardia that was unaffected when HB resetting for AT diagnosis were 96%, 100%, 100%, and 99%, respectively. Those of the pattern of tachycardia termination with atrio-Hisian block for non-AT diagnosis were 92%, 100%, 100%, and 42%, respectively. Single atrial extrastimulation from the proximal coronary sinus during tachycardia was useful and effective for AT diagnosis.","Inaba"
"38363277","2024","Device Electrogram-Guided Determination of Output-Dependent QRS Transition in Left Bundle Branch Pacing.","N/A","Shimeno"
"38340117","2024","Continuous Atrial Fibrillation Monitoring From Photoplethysmography: Comparison Between Supervised Deep Learning and Heuristic Signal Processing.","Continuous monitoring for atrial fibrillation (AF) using photoplethysmography (PPG) from smartwatches or other wearables is challenging due to periods of poor signal quality during motion or suboptimal wearing. As a result, many consumer wearables sample infrequently and only analyze when the user is at rest, which limits the ability to perform continuous monitoring or to quantify AF. This study aimed to compare 2 methods of continuous monitoring for AF in free-living patients: a well-validated signal processing (SP) heuristic and a convolutional deep neural network (DNN) trained on raw signal. We collected 4 weeks of continuous PPG and electrocardiography signals in 204 free-living patients. Both SP and DNN models were developed and validated both on holdout patients and an external validation set. The results show that the SP model demonstrated receiver-operating characteristic area under the curve (AUC) of 0.972 (sensitivity 99.6%, specificity: 94.4%), which was similar to the DNN receiver-operating characteristic AUC of 0.973 (sensitivity 92.2, specificity: 95.5%); however, the DNN classified significantly more data (95% vs 62%), revealing its superior tolerance of tracings prone to motion artifact. Explainability analysis revealed that the DNN automatically suppresses motion artifacts, evaluates irregularity, and learns natural AF interbeat variability. The DNN performed better and analyzed more signal in the external validation cohort using a different population and PPG sensor (AUC, 0.994; 97% analyzed vs AUC, 0.989; 88% analyzed). DNNs perform at least as well as SP models, classify more data, and thus may be better for continuous PPG monitoring.","Antiperovitch"
"38267169","2024","Cardiac Resynchronization Therapy for Non-Left Bundle Branch Block: Time for Change?","N/A","Qin"
"38267165","2024","Sex-Specific Responses to Left Bundle Branch Area Pacing in Heart Failure Patients With Electrical Dyssynchrony.","N/A","Varma"
"38127008","2023","Left Bundle Branch Pacing vs Left Ventricular Septal Pacing vs Biventricular Pacing for Cardiac Resynchronization Therapy.","Left bundle branch pacing (LBBP) and left ventricular septal pacing (LVSP) are considered to be acceptable as LBBAP strategies. Differences in clinical outcomes between LBBP and LVSP are yet to be determined. The purpose of this study was to compare the outcomes of LBBP vs LVSP vs BIVP for CRT. In this prospective multicenter observational study, LBBP was compared with LVSP and BIVP in patients undergoing CRT. The primary composite outcome was freedom from heart failure (HF)-related hospitalization and all-cause mortality. Secondary outcomes included individual components of the primary outcome, postprocedural NYHA functional class, and electrocardiographic and echocardiographic parameters. A total of 415 patients were included (LBBP: n = 141; LVSP: n = 31; BIVP: n = 243), with a median follow-up of 399 days (Q1-Q3: 249.5-554.8 days). Freedom from the primary composite outcomes was 76.6% in the LBBP group and 48.4% in the LVSP group (HR: 1.37; 95% CI: 1.143-1.649; P = 0.001), driven by a 31.4% absolute increase in freedom from HF-related hospitalizations (83% vs 51.6%; HR: 3.55; 95% CI: 1.856-6.791; P < 0.001) without differences in all-cause mortality. LBBP was also associated with a higher freedom from the primary composite outcome compared with BIVP (HR: 1.43; 95% CI: 1.175-1.730; P < 0.001), with no difference between LVSP and BIVP. In patients undergoing CRT, LBBP was associated with improved outcomes compared with LVSP and BIVP, while outcomes between BIVP and LVSP are similar.","Diaz"
"38069976","2023","Toward Digital Twin Technology for Precision Pharmacology.","The authors demonstrate the feasibility of technological innovation for personalized medicine in the context of drug-induced arrhythmia. The authors use atomistic-scale structural models to predict rates of drug interaction with ion channels and make predictions of their effects in digital twins of induced pluripotent stem cell-derived cardiac myocytes. The authors construct a simplified multilayer, 1-dimensional ring model with sufficient path length to enable the prediction of arrhythmogenic dispersion of repolarization. Finally, the authors validate the computational pipeline prediction of drug effects with data and quantify drug-induced propensity to repolarization abnormalities in cardiac tissue. The technology is high throughput, computationally efficient, and low cost toward personalized pharmacologic prediction.","Yang"
